runs_remaining,balls_remaining,wickets_remaining,rrr,win
193.0,89,10,13.01123595505618,0
187.0,88,10,12.75,0
186.0,87,10,12.827586206896552,0
185.0,86,10,12.906976744186046,0
185.0,85,10,13.058823529411764,0
185.0,84,9,13.214285714285714,0
184.0,83,9,13.301204819277109,0
178.0,82,9,13.02439024390244,0
177.0,83,9,12.795180722891565,0
176.0,82,9,12.878048780487806,0
175.0,81,9,12.962962962962964,0
174.0,80,9,13.049999999999999,0
173.0,79,9,13.139240506329115,0
172.0,78,9,13.23076923076923,0
168.0,77,9,13.09090909090909,0
164.0,76,9,12.947368421052632,0
163.0,75,9,13.04,0
162.0,74,9,13.135135135135135,0
158.0,73,9,12.986301369863014,0
157.0,72,9,13.083333333333334,0
153.0,71,9,12.929577464788732,0
149.0,70,9,12.771428571428572,0
148.0,69,9,12.869565217391305,0
147.0,68,9,12.970588235294118,0
146.0,67,9,13.074626865671643,0
145.0,66,9,13.181818181818182,0
144.0,65,9,13.292307692307691,0
143.0,65,9,13.2,0
137.0,64,9,12.84375,0
137.0,63,9,13.047619047619047,0
136.0,62,9,13.161290322580644,0
132.0,61,9,12.98360655737705,0
131.0,60,9,13.1,0
130.0,59,9,13.220338983050846,0
130.0,58,8,13.448275862068966,0
129.0,57,8,13.578947368421053,0
128.0,56,8,13.714285714285714,0
127.0,55,8,13.854545454545455,0
126.0,54,8,14.0,0
125.0,53,8,14.150943396226413,0
119.0,52,8,13.730769230769232,0
115.0,51,8,13.529411764705882,0
115.0,50,8,13.799999999999999,0
115.0,49,8,14.081632653061225,0
114.0,48,8,14.25,0
113.0,47,8,14.425531914893618,0
107.0,46,8,13.956521739130434,0
106.0,45,8,14.133333333333333,0
105.0,44,8,14.318181818181818,0
101.0,43,8,14.093023255813954,0
100.0,42,8,14.285714285714286,0
99.0,41,8,14.487804878048781,0
98.0,40,8,14.7,0
97.0,39,8,14.923076923076923,0
95.0,38,8,15.0,0
89.0,37,8,14.432432432432432,0
89.0,36,8,14.833333333333334,0
89.0,35,8,15.257142857142858,0
88.0,35,8,15.085714285714287,0
88.0,34,7,15.529411764705882,0
84.0,33,7,15.272727272727273,0
83.0,32,7,15.5625,0
82.0,31,7,15.870967741935482,0
76.0,30,7,15.2,0
74.0,29,7,15.310344827586208,0
73.0,28,7,15.642857142857142,0
69.0,27,7,15.333333333333334,0
68.0,26,7,15.692307692307693,0
67.0,25,7,16.08,0
65.0,24,7,16.25,0
64.0,23,7,16.695652173913043,0
63.0,22,7,17.181818181818183,0
62.0,21,7,17.714285714285715,0
58.0,20,7,17.4,0
57.0,19,7,18.0,0
55.0,18,7,18.333333333333332,0
54.0,17,7,19.058823529411764,0
53.0,16,7,19.875,0
51.0,15,7,20.4,0
51.0,14,6,21.857142857142854,0
50.0,13,6,23.07692307692308,0
50.0,12,6,25.0,0
49.0,11,6,26.727272727272727,0
48.0,10,6,28.799999999999997,0
47.0,9,6,31.333333333333332,0
46.0,8,6,34.5,0
44.0,7,6,37.714285714285715,0
43.0,6,6,43.0,0
42.0,5,6,50.4,0
41.0,4,6,61.5,0
41.0,3,6,82.0,0
35.0,2,6,105.0,0
34.0,1,6,204.0,0
130.0,119,10,6.5546218487394965,1
130.0,118,10,6.610169491525423,1
130.0,117,10,6.666666666666667,1
